date,open,high,low,close,volume,Dividends,Stock Splits,ticker
2025-11-24,179.47030653663683,183.4798609481747,176.4606271183833,182.52996826171875,256618300,0.0,0.0,NVDA
2025-11-25,174.89079203873564,178.14043506786686,169.53138015579162,177.80047607421875,320600300,0.0,0.0,NVDA
2025-11-26,181.6100638206842,182.8899220695924,178.22043661727494,180.24020385742188,183852000,0.0,0.0,NVDA
2025-11-28,178.99033405428943,179.2703020816569,176.48061521713345,176.98056030273438,121332800,0.0,0.0,NVDA
2025-12-01,174.7408159055669,180.2802164760195,173.66093259662904,179.90025329589844,188131000,0.0,0.0,NVDA
2025-12-02,181.7400335835938,185.63961443898967,179.98023235974816,181.44007873535156,182632200,0.0,0.0,NVDA
2025-12-03,181.06012391136443,182.4299686383783,179.09033894604931,179.57028198242188,165138000,0.0,0.0,NVDA
2025-12-04,181.61017209543593,184.51002440204854,179.95027347354184,183.37008666992188,167364900,0.01,0.0,NVDA
2025-12-05,183.88004685245298,184.6500094505641,180.9002124089338,182.40013122558594,143971100,0.0,0.0,NVDA
2025-12-08,182.6301165694494,187.98982714518382,182.39012406320575,185.5399627685547,204378100,0.0,0.0,NVDA
2025-12-09,185.54995586495326,185.70995086836587,183.31008684903045,184.95999145507812,144719700,0.0,0.0,NVDA
2025-12-10,184.9599880707457,185.46995496958337,182.03013874897007,183.77005004882812,162785400,0.0,0.0,NVDA
2025-12-11,180.27023782951787,181.31019006496976,176.61043233199788,180.92019653320312,182136600,0.0,0.0,NVDA
2025-12-12,181.10019518559332,182.81010931847595,174.61054106596097,175.01052856445312,204274900,0.0,0.0,NVDA
2025-12-15,177.93037643785232,178.4103461991077,175.02053019793698,176.28045654296875,164775600,0.0,0.0,NVDA
2025-12-16,176.25046044282257,178.48035080582065,174.8905333961456,177.71038818359375,148588100,0.0,0.0,NVDA
2025-12-17,176.0904801521757,176.12047730871902,170.30078481189744,170.93075561523438,222775500,0.0,0.0,NVDA
2025-12-18,174.52054772862792,176.14045512074784,171.8107030234881,174.1305694580078,176096000,0.0,0.0,NVDA
2025-12-19,176.6604358481607,181.4401759084778,176.3304518785618,180.98020935058594,324925900,0.0,0.0,NVDA
2025-12-22,183.91003698180788,184.15002947616998,182.34012994783166,183.6800537109375,129064400,0.0,0.0,NVDA
2025-12-23,182.96010023623109,189.31975669034466,182.89009670029142,189.19976806640625,174873600,0.0,0.0,NVDA
2025-12-24,187.92983057380172,188.899779295176,186.57989753660073,188.59979248046875,65528500,0.0,0.0,NVDA
2025-12-26,189.9097162518428,192.67957056140054,187.98982202804387,190.51968383789062,139740300,0.0,0.0,NVDA
2025-12-29,187.6998414610299,188.749772392931,185.8999358866866,188.20980834960938,120006100,0.0,0.0,NVDA
2025-12-30,188.22982052336855,188.9797799436452,186.91987858592935,187.52984619140625,97687300,0.0,0.0,NVDA
2025-12-31,189.55975523635485,190.54969193131708,186.47991997410415,186.4899139404297,120100500,0.0,0.0,NVDA
2026-01-02,189.82971935613102,192.91954841717475,188.24980305842183,188.83978271484375,148240500,0.0,0.0,NVDA
2026-01-05,191.74961996436147,193.61952916959007,186.13992286460274,188.1098175048828,183529700,0.0,0.0,NVDA
2026-01-06,190.50969495089785,192.15959956375178,186.80989821500853,187.22987365722656,176862600,0.0,0.0,NVDA
2026-01-07,188.55979791265688,191.35963411085106,186.54989697142676,189.09976196289062,153543200,0.0,0.0,NVDA
2026-01-08,189.09977067708235,189.53974931649188,183.70006889406122,185.0299835205078,172457000,0.0,0.0,NVDA
2026-01-09,185.06998015284367,186.32990643372668,183.66005283935564,184.84999084472656,131327500,0.0,0.0,NVDA
2026-01-12,183.2100845491025,187.10986736077922,183.010098425574,184.92999267578125,137968500,0.0,0.0,NVDA
2026-01-13,184.9899882929175,188.0998205983224,183.3900687774691,185.79994201660156,160128900,0.0,0.0,NVDA
2026-01-14,184.3100252062831,184.45001701406107,180.79021156477043,183.1300811767578,159586100,0.0,0.0,NVDA
2026-01-15,186.48991316970114,189.6897370464893,186.31992419508657,187.03988647460938,206188600,0.0,0.0,NVDA
2026-01-16,189.06976141755646,190.4296883714215,186.06992389502736,186.21990966796875,187967200,0.0,0.0,NVDA
2026-01-20,181.89014292514364,182.37012791600927,177.60038196777572,178.06036376953125,223345300,0.0,0.0,NVDA
2026-01-21,179.04031586008543,185.3699752173061,178.3903418724365,183.31008911132812,200381000,0.0,0.0,NVDA
2026-01-22,184.7399951080077,186.15991637882954,183.92003219020145,184.82998657226562,139636600,0.0,0.0,NVDA
2026-01-23,187.48984685190618,189.58973923983262,186.80989099781206,187.6598358154297,142748100,0.0,0.0,NVDA
2026-01-26,187.1498802806874,189.1097657209082,185.97994539629804,186.4599151611328,124799600,0.0,0.0,NVDA
2026-01-27,187.22986667366473,189.9897117301412,185.6899415183402,188.50979614257812,143711600,0.0,0.0,NVDA
2026-01-28,191.25965707901594,192.33960048487265,189.82972650403363,191.5096435546875,148552700,0.0,0.0,NVDA
2026-01-29,191.32963792417547,193.46952146246272,186.04992498376654,192.49957275390625,171764400,0.0,0.0,NVDA
2026-01-30,191.19965692455457,194.47947816452233,189.45974561417185,191.11965942382812,179489500,0.0,0.0,NVDA
2026-02-02,187.1898706566695,190.2897090701948,184.87000408758857,185.59996032714844,165794100,0.0,0.0,NVDA
2026-02-03,186.22992037566058,186.25991753048794,176.22045266395375,180.33023071289062,204019600,0.0,0.0,NVDA
2026-02-04,179.45029148582987,179.57028010697434,171.90069716024271,174.18057250976562,207014100,0.0,0.0,NVDA
2026-02-05,174.92051964769362,176.81043194569037,171.020736948564,171.87069702148438,206312900,0.0,0.0,NVDA
